dumb;k_LU;k2_LU;cp_LU_xcorr;cp_LU_phase;cs_LU;cp_over_cs_corr;cs_ana;cp_over_cs_ana
0;0.03926990816987241;0.001542125687670212;1.142857142857149;0.5869105633288045;0.5773502691896257;1.979486637221584;0.5773267393053977;0.9999592450450208
