iT;t;p1;p2
0;0;0;0
1;0.00078125;-0.0001784104620492144;0.0001784116277243204
2;0.0015625;-0.0003502337572232742;0.0003502379746472191
3;0.00234375;-0.0005105563768605254;0.0005105648001942122
4;0.003125;-0.0006535954116285817;0.0006536079534392531
5;0.00390625;-0.0007752380320380324;0.0007752533456975167
6;0.004687500000000001;-0.0008711263629750948;0.0008711419463846442
7;0.005468750000000001;-0.000938580629917851;0.0009385932292328409
8;0.00625;-0.0009751322386788765;0.0009751384574459126
9;0.00703125;-0.0009799534696382276;0.0009799503917868907
10;0.0078125;-0.0009527055098381726;0.0009526914057520722
11;0.008593750000000001;-0.000894571563227752;0.0008945463134174739
12;0.009375000000000001;-0.0008073240754007808;0.0008072894975824357
13;0.01015625;-0.0006940412767229038;0.0006940009948812075
14;0.0109375;-0.0005583287412506857;0.0005582878797213196
15;0.01171875;-0.0004047886372306189;0.0004047530950871683
16;0.0125;-0.0002383556912233568;0.0002383313429769866
17;0.01328125;-6.458121626565115e-05;6.457293264247709e-05
18;0.0140625;0.0001109372191422153;-0.00011092638943713
19;0.01484375;0.0002824006632242041;-0.000282370174669874
20;0.015625;0.0004442924348647162;-0.0004442445401946315
21;0.01640625;0.0005913014270966716;-0.0005912411157138799
22;0.0171875;0.0007187177895684726;-0.0007186522785074582
23;0.01796875;0.000822391156410352;-0.0008223290310221879
24;0.01875;0.0008990336783729918;-0.0008989837570031037
25;0.01953125;0.0009461781711676545;-0.0009461482581294451
26;0.0203125;0.0009623846685402288;-0.0009623803707351422
27;0.02109375;0.0009471734227554405;-0.0009471971974016922
28;0.021875;0.0009011352346108953;-0.0009011858357795669
29;0.02265625;0.0008258250419991478;-0.0008258974482123448
30;0.0234375;0.0007237823709632113;-0.0007238682543114311
31;0.02421875;0.0005983820494535999;-0.0005984707255447573
32;0.025;0.0004537778832794477;-0.0004538576557448928
33;0.02578125;0.0002947168304550966;-0.0002947765396432563
34;0.0265625;0.0001264251591419452;-0.0001264557470676664
35;0.02734375;-4.55997314020351e-05;4.560387472641498e-05
36;0.028125;-0.0002157369362976169;0.0002157770296131881
37;0.02890625;-0.0003784532229474279;0.0003785257171330158
38;0.0296875;-0.0005284586546319284;0.000528555500920144
39;0.03046875;-0.0006608993489438336;0.0006610089374104669
40;0.03125;-0.0007714960609094607;0.000771604796827887
41;0.03203125;-0.0008566982116887325;0.0008567927048594962
42;0.0328125;-0.0009137839172520518;0.0009138538204327535
43;0.03359375;-0.0009409589730118265;0.0009410006044102676
44;0.034375;-0.0009374027438085855;0.0009374236419413742
45;0.03515625;-0.0009033020812663986;0.0009033263270127159
46;0.0359375;-0.0008398351541836744;0.0008399083761105429
47;0.03671875;-0.0007491380230688566;0.0007493293522687355
48;0.03750000000000001;-0.0006342269955894153;0.000634623317819205
49;0.03828125;-0.0004989037837791934;0.0004995907621923834
50;0.0390625;-0.0003476252979271521;0.0003486518852878362
51;0.03984375;-0.0001853608967697558;0.0001866911252242668
52;0.040625;-1.742564963327216e-05;1.889285418049742e-05
53;0.04140625000000001;0.0001506908593485908;-0.0001494011588874855
54;0.0421875;0.0003135067951006931;-0.0003128167465426182
55;0.04296875;0.0004657247773866401;-0.000466052882366057
56;0.04375;0.0006024065235396846;-0.0006040045314997162
57;0.04453125;0.0007191316721218753;-0.0007219293996483126
58;0.04531250000000001;0.0008121426784782669;-0.0008156840735985799
59;0.04609375;0.0008784650002053239;-0.0008820008699331082
60;0.046875;0.0009160040239172909;-0.0009187403598237626
61;0.04765625;0.0009236108880941173;-0.0009250214359538705
62;0.0484375;0.0009011188620449198;-0.0009011685740370011
63;0.04921875000000001;0.0008493450964184981;-0.0008484885134142434
64;0.05;0.0007700600629808224;-0.0007689868698253121
65;0.05078125;0.0006659224006701454;-0.0006651713163228122
66;0.0515625;0.0005403836141946763;-0.0005400432169032379
67;0.05234375;0.0003975650330175994;-0.0003972495443304069
68;0.05312500000000001;0.0002421159316387881;-0.0002412453267061209
69;0.05390625;7.906056844755462e-05;-7.72795632413666e-05
70;0.0546875;-8.635488866275408e-05;8.888423933967714e-05
71;0.05546875;-0.0002488098634360843;0.000251434179978484
72;0.05625;-0.0004030494599707404;0.0004049553666967161
73;0.05703125000000001;-0.0005440246796630768;0.0005446636179112828
74;0.0578125;-0.000667043639429418;0.0006663867031723687
75;0.05859375;-0.0007679440029399603;0.0007664324373884785
76;0.059375;-0.0008432839079493229;0.000841550174736767
77;0.06015625;-0.000890531135846686;0.0008890979934100565
78;0.06093750000000001;-0.0009082122761356003;0.0009073445378574734
79;0.06171875;-0.0008959805160581404;0.0008957137280958703
80;0.0625;-0.0008545769748525343;0.0008548162295725583
81;0.06328125;-0.0007856964682954032;0.0007862716269301016
82;0.06406250000000001;-0.0006918063287836654;0.0006924704254076155
83;0.06484375000000001;-0.0005759865091567916;0.0005764372464667152
84;0.065625;-0.0004418427734708529;0.0004418330436722802
85;0.06640625;-0.0002934967693787863;0.0002929915794326613
86;0.0671875;-0.0001356002284289085;0.0001348478624277049
87;0.06796875000000001;2.670874285589283e-05;-2.729022834197773e-05
88;0.06875000000000001;0.0001879694687401449;-0.0001880448787051136
89;0.06953125;0.0003426814583144732;-0.0003422137010966253
90;0.0703125;0.0004856354345853711;-0.0004848943490469536
91;0.07109375;0.0006121906954892134;-0.0006115387509453284
92;0.07187500000000001;0.0007184276971020152;-0.0007180380696566619
93;0.07265625000000001;0.0008011796182715139;-0.000800887013489652
94;0.0734375;0.0008580166438089992;-0.0008573805438027193
95;0.07421875;0.0008872732157639498;-0.0008857514018685226
96;0.07500000000000001;0.0008881599136050983;-0.0008852005143065372
97;0.07578125000000001;0.0008609219881691387;-0.0008558536278542305
98;0.07656250000000001;0.000806952828024805;-0.0007987157602292426
99;0.07734375;0.0007287797239769133;-0.0007156592468527378
100;0.078125;0.0006299014493561116;-0.0006094156071412726
101;0.07890625000000001;0.0005145237577501878;-0.00048351413302953
102;0.07968750000000001;0.0003872621424670796;-0.0003421441201256433
103;0.08046875000000001;0.0002528518807230284;-0.0001899729016258789
104;0.08125;0.0001158596477398532;-3.197196952896775e-05
105;0.08203125;-1.962158311168119e-05;0.0001267266325400366
106;0.08281250000000001;-0.0001502721126053075;0.0002809649983100825
107;0.08359375000000001;-0.0002737531496616914;0.0004257179345343805
108;0.08437500000000001;-0.0003887054306081457;0.0005562800315722901
109;0.08515625;-0.0004944647118281864;0.0006684517515896004
110;0.0859375;-0.0005905271489912896;0.000758690699476574
111;0.08671875000000001;-0.0006759152679721107;0.0008242205446125201
112;0.08750000000000001;-0.000748662064779637;0.000863116259970411
113;0.08828125000000001;-0.000805615073137839;0.0008743834748020161
114;0.0890625;-0.0008426734652493904;0.0008580258068226005
