dumb;k_LU;k2_LU;peakN;cp_phys;cp_LU;cs_LU;cp_over_cs;omega_LU;tvi_LU;omega_tvi_sq;cp_over_cs_analytisch;Abweichung
0;0.6981317007977318;0.4873878716587337;2;12.31507067932774;0.3463613628560928;0.5773502691896258;0.5999154782455524;0.4030665253853817;0.009112500000000079;0;0.9864631343239191;39.18521053939744
