dumb;k_LU;k2_LU;cp_LU_xcorr;cp_LU_phase;cs_LU;cp_over_cs_corr;cs_ana;cp_over_cs_ana
0;0.2513274122871835;0.0631654681669719;0.5882352941176469;0.5774372328322764;0.5773502691896257;1.018853416216986;0.5763447648216988;0.9982584153475182
