dumb;k_LU;k2_LU;peakN;cp_phys;cp_LU;cs_LU;cp_over_cs;omega_LU;tvi_LU;omega_tvi_sq;cp_over_cs_analytisch;Abweichung
0;0.1047197551196598;0.01096622711232151;2;7.396454787897424;0.5778480303044863;0.5773502691896258;1.00086214754097;0.06045997880780726;0.0703125;0;0.9996976415533886;-0.1164858192295393
