dumb;k_LU;k2_LU;cp_LU_xcorr;cp_LU_phase;cs_LU;cp_over_cs_corr;cs_ana;cp_over_cs_ana
0;2.094395102393195;4.386490844928603;468750000.0000005;725519745693.6877;0.5773502691896257;811898816.0479121;0.5070018962252136;0.8781530437958335
