iT;t;p1;p2
0;0;0;0
1;0.00078125;0;0
2;0.0015625;0;0
3;0.00234375;0;0
4;0.003125;0;0
5;0.00390625;0;0
6;0.004687500000000001;0;0
7;0.005468750000000001;0;0
8;0.00625;0;0
9;0.00703125;0;0
10;0.0078125;0;0
11;0.008593750000000001;0;0
12;0.009375000000000001;0;0
13;0.01015625;0;0
14;0.0109375;0;0
15;0.01171875;0;0
16;0.0125;0;0
17;0.01328125;0;0
18;0.0140625;0;0
19;0.01484375;0;0
20;0.015625;0;0
21;0.01640625;0;0
22;0.0171875;0;0
23;0.01796875;0;0
24;0.01875;0;0
25;0.01953125;0;0
26;0.0203125;0;0
27;0.02109375;0;0
28;0.021875;0;0
29;0.02265625;0;0
30;0.0234375;0;0
31;0.02421875;0;0
32;0.025;0;0
33;0.02578125;0;0
34;0.0265625;0;0
35;0.02734375;0;0
36;0.028125;0;0
37;0.02890625;0;0
38;0.0296875;0;0
39;0.03046875;0;0
40;0.03125;0;0
41;0.03203125;0;0
42;0.0328125;0;0
43;0.03359375;0;0
44;0.034375;0;0
45;0.03515625;0;0
46;0.0359375;0;0
47;0.03671875;0;0
48;0.03750000000000001;0;0
49;0.03828125;0;0
50;0.0390625;0;0
51;0.03984375;0;0
52;0.040625;0;0
53;0.04140625000000001;0;0
54;0.0421875;0;0
55;0.04296875;0;0
56;0.04375;0;0
57;0.04453125;0;0
58;0.04531250000000001;0;0
59;0.04609375;0;0
60;0.046875;0;0
61;0.04765625;0;0
62;0.0484375;0;0
63;0.04921875000000001;0;0
64;0.05;0;0
65;0.05078125;0;0
66;0.0515625;0;0
67;0.05234375;0;0
68;0.05312500000000001;0;0
69;0.05390625;0;0
70;0.0546875;0;0
71;0.05546875;0;0
72;0.05625;0;0
73;0.05703125000000001;0;0
74;0.0578125;0;0
75;0.05859375;0;0
76;0.059375;0;0
77;0.06015625;0;0
78;0.06093750000000001;0;0
79;0.06171875;0;0
80;0.0625;0;0
81;0.06328125;0;0
82;0.06406250000000001;0;0
83;0.06484375000000001;0;0
84;0.065625;0;0
85;0.06640625;0;0
86;0.0671875;0;0
87;0.06796875000000001;0;0
88;0.06875000000000001;0;0
89;0.06953125;0;0
90;0.0703125;0;0
91;0.07109375;0;0
92;0.07187500000000001;0;0
93;0.07265625000000001;0;0
94;0.0734375;0;0
95;0.07421875;0;0
96;0.07500000000000001;0;0
97;0.07578125000000001;0;0
98;0.07656250000000001;0;0
99;0.07734375;0;0
100;0.078125;0;0
101;0.07890625000000001;0;0
102;0.07968750000000001;0;0
103;0.08046875000000001;0;0
104;0.08125;0;0
105;0.08203125;0;0
106;0.08281250000000001;0;0
107;0.08359375000000001;0;0
108;0.08437500000000001;0;0
109;0.08515625;0;0
110;0.0859375;0;0
111;0.08671875000000001;0;0
112;0.08750000000000001;0;0
113;0.08828125000000001;0;0
114;0.0890625;0;0
115;0.08984375;0;0
116;0.09062500000000001;0;0
117;0.09140625000000001;0;0
118;0.09218750000000001;0;0
119;0.09296875;0;0
120;0.09375;0;0
121;0.09453125000000001;0;0
122;0.09531250000000001;0;0
123;0.09609375000000001;0;0
124;0.096875;0;0
125;0.09765625;0;0
126;0.09843750000000001;0;0
127;0.09921875000000001;0;0
128;0.1;0;0
129;0.10078125;0;0
130;0.1015625;0;0
131;0.10234375;0;0
132;0.103125;0;0
133;0.10390625;0;0
134;0.1046875;0;0
135;0.10546875;0;0
136;0.10625;0;0
137;0.10703125;0;0
138;0.1078125;0;0
139;0.10859375;0;0
140;0.109375;0;0
141;0.11015625;0;0
142;0.1109375;0;0
143;0.11171875;0;0
144;0.1125;0;0
145;0.11328125;0;0
146;0.1140625;0;0
147;0.11484375;0;0
148;0.115625;0;0
149;0.11640625;0;0
150;0.1171875;0;0
151;0.11796875;0;0
152;0.11875;0;0
153;0.11953125;0;0
154;0.1203125;0;0
155;0.12109375;0;0
156;0.121875;0;0
157;0.12265625;0;0
158;0.1234375;0;0
159;0.12421875;0;0
160;0.125;0;0
161;0.12578125;0;0
162;0.1265625;0;0
163;0.12734375;0;0
164;0.128125;0;0
165;0.12890625;0;0
166;0.1296875;0;0
167;0.13046875;0;0
168;0.13125;0;0
169;0.13203125;0;0
170;0.1328125;0;0
171;0.13359375;0;0
172;0.134375;0;0
173;0.13515625;0;0
174;0.1359375;0;0
175;0.13671875;0;0
176;0.1375;0;0
177;0.13828125;0;0
178;0.1390625;0;0
179;0.13984375;0;0
180;0.140625;0;0
181;0.14140625;0;0
182;0.1421875;0;0
183;0.14296875;0;0
184;0.14375;0;0
185;0.14453125;0;0
186;0.1453125;0;0
187;0.14609375;0;0
188;0.146875;0;0
189;0.14765625;0;0
190;0.1484375;0;0
191;0.14921875;0;0
192;0.15;0;0
193;0.15078125;0;0
194;0.1515625;0;0
195;0.15234375;0;0
196;0.153125;0;0
197;0.15390625;0;0
198;0.1546875;0;0
199;0.15546875;0;0
200;0.15625;0;0
201;0.15703125;0;0
202;0.1578125;0;0
203;0.15859375;0;0
204;0.159375;0;0
205;0.16015625;0;0
206;0.1609375;0;0
207;0.16171875;0;0
208;0.1625;0;0
209;0.16328125;0;0
210;0.1640625;0;0
211;0.16484375;0;0
212;0.165625;0;0
213;0.16640625;0;0
214;0.1671875;0;0
215;0.16796875;0;0
216;0.16875;0;0
217;0.16953125;0;0
218;0.1703125;0;0
219;0.17109375;0;0
220;0.171875;0;0
221;0.17265625;0;0
