dumb;k_LU;k2_LU;cp_LU_xcorr;cp_LU_phase;cs_LU;cp_over_cs_corr;cs_ana;cp_over_cs_ana
0;3.141592653589793;9.869604401089358;312500000.0000003;725519745693.6876;0.5773502691896257;541265877.3652747;0.4190664178122109;0.7258443273966365
