dumb;k_LU;k2_LU;peakN;cp_phys;cp_LU;cs_LU;cp_over_cs;omega_LU;tvi_LU;omega_tvi_sq;cp_over_cs_analytisch;Abweichung
0;0.1570796326794897;0.02467401100272339;1;4.60693485780093;0.5758668572251162;0.5773502691896258;0.9974306551089137;0.09068996821171088;0.1799999999999999;0;0.9993479207203336;0.1918516636366219
