iT;t;p1(xAchse);p2(XAchse);p3(diagonal);p4(diagonal)
0;0;0;0;0;0
1;0.00078125;0;0;0;0
2;0.0015625;0;0;0;0
3;0.00234375;0;0;0;0
4;0.003125;0;0;0;0
5;0.00390625;0;0;0;0
6;0.004687500000000001;0;0;0;0
7;0.005468750000000001;0;0;0;0
8;0.00625;0;0;0;0
9;0.00703125;0;0;0;0
10;0.0078125;-5.171711867054302e-08;0;0;0
11;0.008593750000000001;-2.380538110931714e-08;0;0;0
12;0.009375000000000001;9.548229475816089e-07;0;0;0
13;0.01015625;3.335978059719006e-06;5.125378568967183e-09;0;0
14;0.0109375;4.802439361810683e-06;-1.630435387293497e-08;0;0
15;0.01171875;2.016377014418443e-06;-1.599856962760289e-07;0;0
16;0.0125;-5.287243984639644e-06;-3.336338947216669e-07;0;0
17;0.01328125;-1.564477997211118e-05;-1.231569331139326e-07;0;0
18;0.0140625;-2.930881610761086e-05;5.175538050631681e-07;0;0
19;0.01484375;-4.572815378196537e-05;4.720749954382577e-07;0;0
20;0.015625;-5.969013941163817e-05;-1.921442647775014e-06;0;0
21;0.01640625;-6.424202816560864e-05;-6.976703492303688e-06;0;0
22;0.0171875;-5.569678420821825e-05;-1.357328340721627e-05;0;0
23;0.01796875;-3.26730489420394e-05;-2.18521823020031e-05;0;0
24;0.01875;5.378651743133862e-06;-3.283394927469392e-05;0;0
25;0.01953125;5.390985946481425e-05;-4.407824172327916e-05;0;0
26;0.0203125;0.0001020867990640302;-5.011201021261513e-05;0;0
27;0.02109375;0.0001390946757358809;-4.692102743623156e-05;0;0
28;0.021875;0.00015798650138701;-3.213431841383377e-05;0;0
29;0.02265625;0.0001546796108596027;-4.125280150522787e-06;0;0
30;0.0234375;0.0001282939035445451;3.499503325050075e-05;0;0
31;0.02421875;8.190122665837406e-05;7.789617870002983e-05;0;0
32;0.025;2.143284305930137e-05;0.0001153282867744565;0;0
33;0.02578125;-4.500210168771445e-05;0.000139626901752005;0;0
34;0.0265625;-0.0001075939744866142;0.0001451147603802383;0;0
35;0.02734375;-0.0001564310859733571;0.0001281139611576994;0;0
36;0.028125;-0.0001837246667128056;8.926031412556766e-05;0;0
37;0.02890625;-0.0001860874410097797;3.448540500054756e-05;-3.880510727564493e-13;0
38;0.0296875;-0.0001644237902170668;-2.778390189632773e-05;-1.940255363782247e-12;0
39;0.03046875;-0.0001217387178136656;-8.868065002995231e-05;2.017865578333536e-11;0
40;0.03125;-6.331187905743717e-05;-0.0001389366403842965;1.22624138991038e-10;0
41;0.03203125;2.617266339560349e-06;-0.0001704904324530313;2.52233197291692e-10;0
42;0.0328125;6.712317621956268e-05;-0.0001786446784778188;3.67872416973114e-10;0
43;0.03359375;0.0001223274002162119;-0.0001622789201792329;7.939524948596954e-10;2.328306436538696e-12
44;0.034375;0.0001613880360188583;-0.0001236317306756973;6.690000494321186e-10;-5.044663945833841e-12
45;0.03515625;0.0001794177868093053;-6.862501186939577e-05;-4.618971919020016e-09;-4.617807765801746e-11
46;0.0359375;0.0001743328633407752;-5.876363332693775e-06;-2.105409900347391e-08;-4.074536263942718e-11
47;0.03671875;0.0001465922563026348;5.579552380368112e-05;-5.039580476780732e-08;1.490116119384765e-10
48;0.03750000000000001;9.944610142459471e-05;0.000108702479240795;-9.048342083891232e-08;5.083469053109486e-10
49;0.03828125;3.906668862327932e-05;0.0001464107710247238;-1.384434290230274e-07;1.73769270380338e-09
50;0.0390625;-2.657897071912884e-05;0.0001644933068503936;-1.880297592530648e-07;6.309710443019866e-09
51;0.03984375;-8.874500597206254e-05;0.0001611812125581006;-2.281100023537874e-07;1.621665433049202e-08
52;0.040625;-0.0001391823970091839;0.0001376457791775465;-2.514287674178679e-07;2.976972609758377e-08
53;0.04140625000000001;-0.0001717759350625177;9.773148068537314e-05;-2.607691567391157e-07;4.340894520282745e-08
54;0.0421875;-0.0001824220060370862;4.647485523795087e-05;-2.583733294159174e-07;5.478893096248308e-08
55;0.04296875;-0.0001691667696771522;-1.046304008923471e-05;-2.35274201259017e-07;6.105595578749974e-08
56;0.04375;-0.0001338303236601253;-6.646621390245854e-05;-1.780940995862086e-07;5.878197650114695e-08
57;0.04453125;-8.155730863412221e-05;-0.000114871293772012;-7.769791409373282e-08;5.044896776477495e-08
58;0.04531250000000001;-1.903267577290535e-05;-0.0001497165109807004;7.135715956489244e-08;4.659872502088546e-08
59;0.04609375;4.613206023350357e-05;-0.0001659880958807965;2.713260861734549e-07;5.727090562383333e-08
60;0.046875;0.0001059290262249609;-0.0001608895231038332;5.179659153024354e-07;8.478450278441109e-08
61;0.04765625;0.0001525710624021788;-0.0001348212524317205;7.8674949084719e-07;1.263152807950973e-07
62;0.0484375;0.0001792982469002406;-9.091734653338788e-05;1.022620126605034e-06;1.776296024521192e-07
63;0.04921875000000001;0.0001820455266473194;-3.451186387489239e-05;1.169228150198857e-06;2.290882791082064e-07
64;0.05;0.0001605513591008881;2.699210618933042e-05;1.199366524815559e-06;2.588277372221152e-07
65;0.05078125;0.0001179945717255274;8.509353734552859e-05;1.084582569698493e-06;2.383689085642496e-07
66;0.0515625;6.013350328430533e-05;0.0001318578313415249;7.646429973344007e-07;1.493818126618862e-07
67;0.05234375;-5.481046779702106e-06;0.0001611608422050873;1.884857192635536e-07;-1.531443558633327e-08
68;0.05312500000000001;-7.041400764137505e-05;0.0001693703474787374;-6.277979506800572e-07;-2.608374537279208e-07
69;0.05390625;-0.0001262088973696033;0.0001554179533074299;-1.585602294653654e-06;-5.729430510352054e-07
70;0.0546875;-0.0001654007968803246;0.0001209648178579906;-2.534805486599604e-06;-8.953451955070096e-07
71;0.05546875;-0.0001829717735139032;7.076347479596733e-05;-3.35115046861271e-06;-1.143739403535922e-06
72;0.05625;-0.0001769558930148681;1.165309377635519e-05;-3.997608631228407e-06;-1.240381194899479e-06
73;0.05703125000000001;-0.0001480678818188607;-4.890839375245074e-05;-4.491269743690887e-06;-1.146808887521426e-06
74;0.0578125;-9.979341644793748e-05;-0.0001033251092303544;-4.84813586808741e-06;-8.792946270356574e-07
75;0.05859375;-3.832851420156657e-05;-0.0001445166289340705;-5.107740871608257e-06;-4.805158823728561e-07
76;0.059375;2.824976341798901e-05;-0.0001669397274963558;-5.342527680719891e-06;1.100590452551842e-08
77;0.06015625;9.107531358798344e-05;-0.0001674046406211952;-5.537287021676698e-06;5.301351969440777e-07
78;0.06093750000000001;0.000141901015304029;-0.0001457627424194167;-5.468051337326565e-06;9.528811400135356e-07
79;0.06171875;0.0001742095197550952;-0.0001050249141796181;-4.742039212336142e-06;1.142603189994891e-06
80;0.0625;0.0001837743353098631;-5.081280483864247e-05;-2.929189164812366e-06;1.012202507505814e-06
81;0.06328125;0.0001692989786776404;9.584732664128143e-06;3.128351333240667e-07;5.200148249665895e-07
