iT;t;p1(xAchse);p2(XAchse);p3(diagonal);p4(diagonal)
82;0.06406250000000001;0.0001327383254344265;6.836972044159967e-05;5.086914170533418e-06;-3.695002912233272e-07
83;0.06484375000000001;7.895577621335782e-05;0.0001182177624044319;1.110353274270892e-05;-1.698870134229461e-06
84;0.065625;1.50459927196304e-05;0.0001529243433227141;1.763744279742241e-05;-3.47173772752285e-06
85;0.06640625;-5.062801685805121e-05;0.000167976386534671;2.359956580524643e-05;-5.54923239784936e-06
86;0.0671875;-0.0001096655591391027;0.0001613157180448373;2.766773958380023e-05;-7.574790312598148e-06
87;0.06796875000000001;-0.0001546590026312818;0.0001337460940703749;2.851116781433423e-05;-9.018517254541315e-06
88;0.06875000000000001;-0.0001797570307583858;8.868803658212222e-05;2.513776067644357e-05;-9.300248542179663e-06
89;0.06953125;-0.0001814204466063529;3.19179023305575e-05;1.72622874379158e-05;-7.907302351668476e-06
90;0.0703125;-0.0001593236943396429;-2.905246141987542e-05;5.541338274876275e-06;-4.51154230783383e-06
91;0.07109375;-0.0001164572588944187;-8.620609800952174e-05;-8.426325706144173e-06;8.993386290967463e-07
92;0.07187500000000001;-5.854737168798843e-05;-0.0001320767930398385;-2.236247838785251e-05;7.926220229516425e-06
93;0.07265625000000001;6.858618774761756e-06;-0.0001606723666191101;-3.379217310187717e-05;1.573068865885337e-05
94;0.0734375;7.143512290591993e-05;-0.0001683282964707662;-4.061644547618925e-05;2.307802982007464e-05
95;0.07421875;0.0001268676606317361;-0.0001541278425914546;-4.159456895043452e-05;2.850010137384136e-05
96;0.07500000000000001;0.0001658285828307271;-0.000119984190678224;-3.658866897846261e-05;3.059368813410401e-05
97;0.07578125000000001;0.0001831876828024785;-7.036955871929723e-05;-2.650653438953062e-05;2.834747700641552e-05
98;0.07656250000000001;0.0001767286766941349;-1.173288755429288e-05;-1.300392129148046e-05;2.139592388023932e-05
99;0.07734375;0.00014731724280864;4.830768254275123e-05;1.892920893927415e-06;1.020623215784629e-05
100;0.078125;9.873335016891359e-05;0.0001020333411482473;1.612414062644044e-05;-3.830613180374105e-06
101;0.07890625000000001;3.722225548699497e-05;0.0001426514517515898;2.788435434922576e-05;-1.854925494020183e-05
102;0.07968750000000001;-2.923914231359958e-05;0.0001650365333383282;3.584792682280143e-05;-3.144390997476875e-05
103;0.08046875000000001;-9.195448675503333e-05;0.0001661955712673564;3.924158401787281e-05;-4.021545328820745e-05
104;0.08125;-0.0001426843821536749;0.0001457050380607446;3.777118632569909e-05;-4.325018109132845e-05
105;0.08203125;-0.0001748614393485089;0.0001061068653749923;3.157833047832051e-05;-3.995262474442521e-05
106;0.08281250000000001;-0.0001843825619046886;5.261737387627362e-05;2.131571915621558e-05;-3.08594301653405e-05
107;0.08359375000000001;-0.0001699137730368723;-7.783005324502784e-06;8.188652961204447e-06;-1.748451380990445e-05
108;0.08437500000000001;-0.0001331761882950862;-6.726927085158725e-05;-6.176304693023362e-06;-1.9535383520027e-06
109;0.08515625;-7.892261026427149e-05;-0.0001181099331006408;-1.994516545285781e-05;1.344555212805668e-05
110;0.0859375;-1.431300149609645e-05;-0.000153642864121745;-3.127378993667661e-05;2.664971010138591e-05
111;0.08671875000000001;5.209857132285833e-05;-0.0001691516814753413;-3.854795902346571e-05;3.605438629165291e-05
112;0.08750000000000001;0.0001116394833661616;-0.0001625383490075667;-4.067852317045132e-05;4.062634970371921e-05
113;0.08828125000000001;0.0001566325780004263;-0.0001346310732575754;-3.733655321411788e-05;3.995659993961453e-05
114;0.0890625;0.0001812146666149298;-8.910223298395671e-05;-2.903215819969773e-05;3.425003339846929e-05
115;0.08984375;0.0001821302149134378;-3.197270600746074e-05;-1.699680578894913e-05;2.424807986244559e-05
116;0.09062500000000001;0.0001592672096254925;2.923042668650547e-05;-2.908586369206507e-06;1.113863351444403e-05
117;0.09140625000000001;0.0001156771027793487;8.65006741757194e-05;1.139844302088022e-05;-3.513890939454237e-06
118;0.09218750000000001;5.712303022543588e-05;0.0001324224122799933;2.415337289373079e-05;-1.788025139831006e-05
119;0.09296875;-8.747994434088467e-06;0.0001610863814130425;3.381995872283975e-05;-3.007089913201829e-05
120;0.09375;-7.344089448451994e-05;0.0001688352374670406;3.923084819689392e-05;-3.839412665305038e-05
121;0.09453125000000001;-0.0001286580114780614;0.0001547205843962729;3.968973876908421e-05;-4.162780203235645e-05
122;0.09531250000000001;-0.000167237512068823;0.0001205218653194606;3.505807447557648e-05;-3.926628657306234e-05
123;0.09609375000000001;-0.0001840882480610162;7.057542058949668e-05;2.580664275834957e-05;-3.164582148504753e-05
124;0.096875;-0.0001769798928095648;1.135609888782104e-05;1.302737975493073e-05;-1.988430003014703e-05
125;0.09765625;-0.0001468274490131686;-4.93863271549344e-05;-1.630192079270879e-06;-5.660197542359431e-06
126;0.09843750000000001;-9.753765926385917e-05;-0.0001036873471457511;-1.617965715316434e-05;9.097695195426543e-06
127;0.09921875000000001;-3.550276664706568e-05;-0.0001444463916899015;-2.863040659576654e-05;2.250370491916934e-05
128;0.1;3.121884384502967e-05;-0.0001663731643930077;-3.730049395623306e-05;3.292704854781429e-05
129;0.10078125;9.388005128130315e-05;-0.0001666262361686676;-4.104788415133953e-05;3.913490722576777e-05
130;0.1015625;0.0001442467778300245;-0.0001451675997426112;-3.94070070857803e-05;4.038541655366619e-05
131;0.10234375;0.000175793522503227;-0.0001047863663795093;-3.263545998682578e-05;3.649652625123659e-05
132;0.103125;0.000184489997724692;-5.074941087514161e-05;-2.1661805609862e-05;2.789604322363933e-05
133;0.10390625;0.0001692310627549886;9.8799099214375e-06;-7.921295473352073e-06;1.560141720498601e-05
134;0.1046875;0.0001319693805028995;6.919671703750888e-05;6.849599691728749e-06;1.126071438193321e-06
135;0.10546875;7.75036634877324e-05;0.0001195171366756161;2.079200853283206e-05;-1.365656071963409e-05
136;0.10625;1.291655236855149e-05;0.0001543544682984551;3.211301518604159e-05;-2.673773172621925e-05
137;0.10703125;-5.334781754451493e-05;0.0001691724111636479;3.930458643784125e-05;-3.630859738526244e-05
138;0.1078125;-0.0001126423683793594;0.0001619565797348817;4.135119883964459e-05;-4.108871139275531e-05
139;0.10859375;-0.0001572931476403028;0.0001335886330343783;3.789598355069756e-05;-4.051468063456316e-05
140;0.109375;-0.0001815411006100475;8.776925426597395e-05;2.933055084819594e-05;-3.477087283196548e-05
141;0.11015625;-0.0001821994482694815;3.049408318474888e-05;1.676203294967611e-05;-2.472159879592558e-05
142;0.1109375;-0.0001591118487219016;-3.07412666734308e-05;1.849529799073934e-06;-1.178471022285521e-05
143;0.11171875;-0.0001152482252412786;-8.794143019864955e-05;-1.345666746298472e-05;2.268808893859386e-06
144;0.1125;-5.633436143398284e-05;-0.0001336589086956034;-2.720816022095581e-05;1.557408443962534e-05
145;0.11328125;9.927973927309114e-06;-0.000161970832850784;-3.771796318081517e-05;2.640322859709461e-05
146;0.1140625;7.492830511182545e-05;-0.0001692641425567368;-4.376352570640544e-05;3.333875521396597e-05
147;0.11484375;0.0001302203784386317;-0.0001546498632524162;-4.471306301032502e-05;3.543304667497674e-05
148;0.115625;0.0001685565787677963;-0.0001200261238651971;-4.054724471643566e-05;3.235549510767062e-05
149;0.11640625;0.0001848995476029813;-6.984302696461477e-05;-3.180645251025756e-05;2.450220752507448e-05
