x_phys_m;y_phys_m;z_phys_m;p_rms_Pa
0;-3.98;-3.98;0;6.709162302378015e-06
1;-3.94;-3.94;0;5.779065694704113e-06
2;-3.9;-3.9;0;5.544172071168318e-06
3;-3.86;-3.86;0;5.560204380720457e-06
4;-3.82;-3.82;0;5.890542231422554e-06
5;-3.78;-3.78;0;6.074440512792148e-06
6;-3.74;-3.74;0;6.26414553489087e-06
7;-3.7;-3.7;0;7.843127320919212e-06
8;-3.66;-3.66;0;9.258486230123195e-06
9;-3.62;-3.62;0;1.069532333275862e-05
10;-3.58;-3.58;0;1.219203379672642e-05
11;-3.54;-3.54;0;1.262379741348982e-05
12;-3.5;-3.5;0;1.20907324549604e-05
13;-3.46;-3.46;0;1.131637160178601e-05
14;-3.42;-3.42;0;9.891641574897549e-06
15;-3.38;-3.38;0;8.567644209374174e-06
16;-3.34;-3.34;0;8.622818444722598e-06
17;-3.3;-3.3;0;9.320198581825724e-06
18;-3.26;-3.26;0;1.048180195376958e-05
19;-3.22;-3.22;0;1.223457936884461e-05
20;-3.18;-3.18;0;1.386097996584637e-05
21;-3.14;-3.14;0;1.473357002402861e-05
22;-3.1;-3.1;0;1.545367379471588e-05
23;-3.06;-3.06;0;1.611755257262001e-05
24;-3.02;-3.02;0;1.512469996700275e-05
25;-2.98;-2.98;0;1.395951877758896e-05
26;-2.94;-2.94;0;1.383608420936909e-05
27;-2.9;-2.9;0;1.316524777540755e-05
28;-2.86;-2.86;0;1.371659582479167e-05
29;-2.82;-2.82;0;1.541256675671117e-05
30;-2.78;-2.78;0;1.670765787723011e-05
31;-2.74;-2.74;0;1.800432287824588e-05
32;-2.7;-2.7;0;1.91059425957168e-05
33;-2.66;-2.66;0;1.940157857130739e-05
34;-2.62;-2.62;0;1.875259558673893e-05
35;-2.58;-2.58;0;1.88318102343144e-05
36;-2.54;-2.54;0;1.937282245663177e-05
37;-2.5;-2.5;0;1.814826567804043e-05
38;-2.46;-2.46;0;1.860938896381209e-05
39;-2.42;-2.42;0;2.009288172942262e-05
40;-2.38;-2.38;0;2.000079489411716e-05
41;-2.34;-2.34;0;2.105101655603716e-05
42;-2.3;-2.3;0;2.300287448012512e-05
43;-2.26;-2.26;0;2.338581495351608e-05
44;-2.22;-2.22;0;2.389747672246288e-05
45;-2.18;-2.18;0;2.545413415340534e-05
46;-2.14;-2.14;0;2.518609655347002e-05
47;-2.1;-2.1;0;2.500279767192736e-05
48;-2.06;-2.06;0;2.667519859526909e-05
49;-2.02;-2.02;0;2.594464136630149e-05
50;-1.98;-1.98;0;2.573708969822965e-05
51;-1.94;-1.94;0;2.988493537717193e-05
52;-1.9;-1.9;0;3.09797189462689e-05
53;-1.86;-1.86;0;2.963923624644306e-05
54;-1.82;-1.82;0;3.09445075957769e-05
55;-1.78;-1.78;0;3.321650139954345e-05
56;-1.74;-1.74;0;3.307404172094619e-05
57;-1.7;-1.7;0;3.510584642595747e-05
58;-1.66;-1.66;0;3.676638830379353e-05
59;-1.62;-1.62;0;3.597389106943094e-05
60;-1.58;-1.58;0;3.673784318603783e-05
61;-1.54;-1.54;0;4.026528572994756e-05
62;-1.5;-1.5;0;4.056534495788823e-05
63;-1.46;-1.46;0;4.241811776067395e-05
64;-1.42;-1.42;0;4.473298015969848e-05
65;-1.38;-1.38;0;4.590922486157185e-05
66;-1.34;-1.34;0;4.705382291028371e-05
67;-1.3;-1.3;0;5.151391948098818e-05
68;-1.26;-1.26;0;5.278395097662748e-05
69;-1.22;-1.22;0;4.922241420187647e-05
70;-1.18;-1.18;0;5.266413159171408e-05
71;-1.14;-1.14;0;6.06728439144768e-05
72;-1.1;-1.1;0;6.171925289183373e-05
73;-1.06;-1.06;0;6.685148690933403e-05
74;-1.02;-1.02;0;6.733705871322953e-05
75;-0.98;-0.98;0;6.396306693647473e-05
76;-0.9399999999999999;-0.9399999999999999;0;7.474840797586591e-05
77;-0.8999999999999999;-0.8999999999999999;0;8.28700406964456e-05
78;-0.8599999999999999;-0.8599999999999999;0;7.886891211338332e-05
79;-0.8199999999999998;-0.8199999999999998;0;7.695781015200904e-05
80;-0.7799999999999998;-0.7799999999999998;0;8.915465735002395e-05
81;-0.7400000000000002;-0.7400000000000002;0;9.407054265042386e-05
82;-0.7000000000000002;-0.7000000000000002;0;9.936789464396926e-05
83;-0.6600000000000001;-0.6600000000000001;0;0.000117888792286083
84;-0.6200000000000001;-0.6200000000000001;0;0.0001136033932195911
85;-0.5800000000000001;-0.5800000000000001;0;0.0001255335481163045
86;-0.54;-0.54;0;0.0001567368010991216
87;-0.5;-0.5;0;0.0001459652960383753
88;-0.46;-0.46;0;0.0001492936430411567
89;-0.4199999999999999;-0.4199999999999999;0;0.0001625213298814639
90;-0.3799999999999999;-0.3799999999999999;0;0.0001811795538495141
91;-0.3399999999999999;-0.3399999999999999;0;0.0002140212682330223
92;-0.2999999999999998;-0.2999999999999998;0;0.0002583570810784071
93;-0.2599999999999998;-0.2599999999999998;0;0.0002962841452837404
94;-0.2200000000000002;-0.2200000000000002;0;0.0003239664917542891
95;-0.1800000000000002;-0.1800000000000002;0;0.0004466214139382943
96;-0.1400000000000001;-0.1400000000000001;0;0.0005928582565708473
97;-0.1000000000000001;-0.1000000000000001;0;0.0009973781617054723
98;-0.06000000000000005;-0.06000000000000005;0;0.0013635016132593
99;-0.02000000000000002;-0.02000000000000002;0;0.001363501613227797
100;0.01999999999999957;0.01999999999999957;0;0.001363501613217023
101;0.05999999999999961;0.05999999999999961;0;0.001363501613203041
102;0.09999999999999964;0.09999999999999964;0;0.0009973781615800663
