k_lat;k2_lat;peakN;cp_phys;cp_lat;cs_lat;cp_over_cs;cp_phys_Diagonal;cp_lat_Diagonal;cs_lat_Diagonal;cp_over_cs_Diagonal
0;0.6283185307179586;0.3947841760435743;2;50.5411735339588;0.4935661477925664;0.5773502691896257;0.8548816448727745;48.44276647981501;0.4730738914044436;0.5773502691896257;0.8193880156468178
