x_phys_m;y_phys_m;z_phys_m;p_peak_Pa
0;-3.98;-3.98;0;2.745272814839457e-05
1;-3.94;-3.94;0;2.299424464581534e-05
2;-3.9;-3.9;0;1.962034046300686e-05
3;-3.86;-3.86;0;2.456333808368072e-05
4;-3.82;-3.82;0;2.77787925733719e-05
5;-3.78;-3.78;0;2.867115394716772e-05
6;-3.74;-3.74;0;2.774551462304468e-05
7;-3.7;-3.7;0;3.240586588314414e-05
8;-3.66;-3.66;0;3.720540747356911e-05
9;-3.62;-3.62;0;4.078653611941263e-05
10;-3.58;-3.58;0;4.397570999572053e-05
11;-3.54;-3.54;0;4.400260891998186e-05
12;-3.5;-3.5;0;4.122439136457008e-05
13;-3.46;-3.46;0;3.753343684365972e-05
14;-3.42;-3.42;0;3.286131580049792e-05
15;-3.38;-3.38;0;3.173438075464219e-05
16;-3.34;-3.34;0;3.228132035777283e-05
17;-3.3;-3.3;0;3.194230792966361e-05
18;-3.26;-3.26;0;3.299015530501502e-05
19;-3.22;-3.22;0;4.201682405740348e-05
20;-3.18;-3.18;0;4.902881521654004e-05
21;-3.14;-3.14;0;5.19070657416402e-05
22;-3.1;-3.1;0;5.314903035468887e-05
23;-3.06;-3.06;0;5.127392760186921e-05
24;-3.02;-3.02;0;4.383445261434341e-05
25;-2.98;-2.98;0;3.70187367661856e-05
26;-2.94;-2.94;0;3.780748287681489e-05
27;-2.9;-2.9;0;3.683016909538612e-05
28;-2.86;-2.86;0;3.715868103123892e-05
29;-2.82;-2.82;0;4.029457122669541e-05
30;-2.78;-2.78;0;4.958704749393889e-05
31;-2.74;-2.74;0;5.588524911824297e-05
32;-2.7;-2.7;0;5.924409706494773e-05
33;-2.66;-2.66;0;5.783645635043892e-05
34;-2.62;-2.62;0;5.237068180576906e-05
35;-2.58;-2.58;0;4.589038517830587e-05
36;-2.54;-2.54;0;4.540927475318312e-05
37;-2.5;-2.5;0;4.217625685366025e-05
38;-2.46;-2.46;0;4.367703647100521e-05
39;-2.42;-2.42;0;4.642824935823834e-05
40;-2.38;-2.38;0;4.532746199402026e-05
41;-2.34;-2.34;0;4.56329978624126e-05
42;-2.3;-2.3;0;5.529723765600171e-05
43;-2.26;-2.26;0;6.110275566849552e-05
44;-2.22;-2.22;0;5.880990002575941e-05
45;-2.18;-2.18;0;5.478812498040499e-05
46;-2.14;-2.14;0;5.202495301394564e-05
47;-2.1;-2.1;0;5.217684740879728e-05
48;-2.06;-2.06;0;5.550759665008323e-05
49;-2.02;-2.02;0;5.363706722467516e-05
50;-1.98;-1.98;0;5.199959904227095e-05
51;-1.94;-1.94;0;5.962995608570054e-05
