x_phys_m;y_phys_m;z_phys_m;p_peak_Pa
52;-1.9;-1.9;0;6.205859523712811e-05
53;-1.86;-1.86;0;5.968090420841083e-05
54;-1.82;-1.82;0;6.083914592939738e-05
55;-1.78;-1.78;0;6.463016356671384e-05
56;-1.74;-1.74;0;6.352340019172219e-05
57;-1.7;-1.7;0;6.552805447427085e-05
58;-1.66;-1.66;0;6.817126821260899e-05
59;-1.62;-1.62;0;6.622267731775839e-05
60;-1.58;-1.58;0;6.778305469197221e-05
61;-1.54;-1.54;0;7.4556349645718e-05
62;-1.5;-1.5;0;7.519302632620868e-05
63;-1.46;-1.46;0;7.724106471869163e-05
64;-1.42;-1.42;0;8.04462454349656e-05
65;-1.38;-1.38;0;8.184385056665631e-05
66;-1.34;-1.34;0;8.231058137122697e-05
67;-1.3;-1.3;0;8.969944816878221e-05
68;-1.26;-1.26;0;9.184487474461395e-05
69;-1.22;-1.22;0;8.567717040326297e-05
70;-1.18;-1.18;0;9.133643470704539e-05
71;-1.14;-1.14;0;0.0001048049306458171
72;-1.1;-1.1;0;0.0001049882336519658
73;-1.06;-1.06;0;0.0001110932091978611
74;-1.02;-1.02;0;0.0001123665087895157
75;-0.98;-0.98;0;0.0001114607606723439
76;-0.9399999999999999;-0.9399999999999999;0;0.000126187597027941
77;-0.8999999999999999;-0.8999999999999999;0;0.0001360418524806543
78;-0.8599999999999999;-0.8599999999999999;0;0.0001288143617178624
79;-0.8199999999999998;-0.8199999999999998;0;0.0001289270478931333
80;-0.7799999999999998;-0.7799999999999998;0;0.0001456945399938074
81;-0.7400000000000002;-0.7400000000000002;0;0.0001526265851134667
82;-0.7000000000000002;-0.7000000000000002;0;0.0001605833758124691
83;-0.6600000000000001;-0.6600000000000001;0;0.0001878694819364071
84;-0.6200000000000001;-0.6200000000000001;0;0.0001829149899761735
85;-0.5800000000000001;-0.5800000000000001;0;0.0002007226120622364
86;-0.54;-0.54;0;0.0002428706983482698
87;-0.5;-0.5;0;0.0002284526585329634
88;-0.46;-0.46;0;0.0002364136983184532
89;-0.4199999999999999;-0.4199999999999999;0;0.0002598176549266403
90;-0.3799999999999999;-0.3799999999999999;0;0.0002827457345362442
91;-0.3399999999999999;-0.3399999999999999;0;0.000334641484975388
92;-0.2999999999999998;-0.2999999999999998;0;0.000394311500688976
93;-0.2599999999999998;-0.2599999999999998;0;0.0004438397736036374
94;-0.2200000000000002;-0.2200000000000002;0;0.0004878358706385668
95;-0.1800000000000002;-0.1800000000000002;0;0.000670502257853511
96;-0.1400000000000001;-0.1400000000000001;0;0.0008872683270116492
97;-0.1000000000000001;-0.1000000000000001;0;0.001476229720768365
98;-0.06000000000000005;-0.06000000000000005;0;0.00199989041936836
99;-0.02000000000000002;-0.02000000000000002;0;0.001999890419562386
100;0.01999999999999957;0.01999999999999957;0;0.001999890419659399
101;0.05999999999999961;0.05999999999999961;0;0.001999890419659399
102;0.09999999999999964;0.09999999999999964;0;0.001476229720962398
103;0.1399999999999997;0.1399999999999997;0;0.0008872683258232454
104;0.1799999999999997;0.1799999999999997;0;0.0006705022571259205
105;0.2199999999999998;0.2199999999999998;0;0.0004878358702990229
106;0.2599999999999998;0.2599999999999998;0;0.0004438397722454592
107;0.2999999999999998;0.2999999999999998;0;0.0003943115009800147
108;0.3399999999999999;0.3399999999999999;0;0.0003346414845873376
109;0.3799999999999999;0.3799999999999999;0;0.0002827457348272829
110;0.4199999999999999;0.4199999999999999;0;0.0002598176552904384
111;0.46;0.46;0;0.000236413697663617
112;0.5;0.5;0;0.0002284526575628358
113;0.54;0.54;0;0.0002428706971113569
114;0.5800000000000001;0.5800000000000001;0;0.0002007226103887669
115;0.6200000000000001;0.6200000000000001;0;0.0001829149898064009
116;0.6600000000000001;0.6600000000000001;0;0.0001878694827367624
117;0.7000000000000002;0.7000000000000002;0;0.0001605833765885711
118;0.7400000000000002;0.7400000000000002;0;0.0001526265842888582
119;0.7800000000000002;0.7800000000000002;0;0.0001456945387811477
120;0.8200000000000003;0.8200000000000003;0;0.0001289270463894351
121;0.8600000000000003;0.8600000000000003;0;0.000128814361378318
122;0.9000000000000004;0.9000000000000004;0;0.0001360418530142244
123;0.9400000000000004;0.9400000000000004;0;0.0001261875973674856
124;0.9800000000000004;0.9800000000000004;0;0.0001114607604298118
125;1.02;1.02;0;0.0001123665083529582
126;1.06;1.06;0;0.000111093208906823
127;1.1;1.1;0;0.0001049882324635594
128;1.14;1.14;0;0.000104804929457411
129;1.18;1.18;0;9.133643390669033e-05
130;1.22;1.22;0;8.567716919060323e-05
131;1.26;1.26;0;9.184487425955003e-05
132;1.3;1.3;0;8.969944838706107e-05
133;1.34;1.34;0;8.231058156525253e-05
134;1.38;1.38;0;8.184384976630106e-05
135;1.42;1.42;0;8.044624514392726e-05
136;1.46;1.46;0;7.72410642093747e-05
137;1.5;1.5;0;7.519302666575336e-05
138;1.54;1.54;0;7.455634838455205e-05
139;1.58;1.58;0;6.778305282447643e-05
140;1.62;1.62;0;6.622267600808605e-05
141;1.66;1.66;0;6.817126777605153e-05
142;1.7;1.7;0;6.552805238849632e-05
143;1.74;1.74;0;6.352340021597539e-05
144;1.78;1.78;0;6.463016320291585e-05
145;1.82;1.82;0;6.083914372235694e-05
146;1.86;1.86;0;5.968090234091506e-05
147;1.9;1.9;0;6.205859446102604e-05
148;1.94;1.94;0;5.962995627972594e-05
149;1.98;1.98;0;5.199959930905599e-05
150;2.02;2.02;0;5.363706523591336e-05
151;2.06;2.06;0;5.550759597099382e-05
152;2.1;2.1;0;5.217684677821434e-05
153;2.14;2.14;0;5.202495345050309e-05
154;2.18;2.18;0;5.478812677514119e-05
155;2.22;2.22;0;5.880989944368281e-05
156;2.26;2.26;0;6.110275513492528e-05
157;2.3;2.3;0;5.529723673438039e-05
158;2.34;2.34;0;4.563299723182969e-05
159;2.38;2.38;0;4.532746315817342e-05
160;2.42;2.42;0;4.642825110446821e-05
161;2.46;2.46;0;4.367703736837334e-05
162;2.5;2.5;0;4.217625549548147e-05
163;2.54;2.54;0;4.540927487444905e-05
164;2.58;2.58;0;4.589038348058233e-05
165;2.62;2.62;0;5.23706808356412e-05
166;2.66;2.66;0;5.783645484674099e-05
167;2.7;2.7;0;5.924409619183276e-05
168;2.74;2.74;0;5.58852496033068e-05
169;2.78;2.78;0;4.95870483670538e-05
170;2.82;2.82;0;4.029457137221454e-05
171;2.86;2.86;0;3.715868001260485e-05
172;2.9;2.9;0;3.683016861032227e-05
173;2.94;2.94;0;3.780748331337236e-05
174;2.98;2.98;0;3.701873366177707e-05
175;3.02;3.02;0;4.383445067408796e-05
176;3.06;3.06;0;5.127393046374584e-05
177;3.1;3.1;0;5.31490314703357e-05
178;3.14;3.14;0;5.190706559612109e-05
179;3.18;3.18;0;4.902881550757836e-05
180;3.22;3.22;0;4.201682628869712e-05
181;3.26;3.26;0;3.299015574157246e-05
182;3.3;3.3;0;3.194230856024658e-05
183;3.34;3.34;0;3.228132297711754e-05
184;3.38;3.38;0;3.173438499895082e-05
185;3.42;3.42;0;3.286131825007031e-05
186;3.46;3.46;0;3.753343664963419e-05
187;3.5;3.5;0;4.122439257722961e-05
188;3.54;3.54;0;4.400261008413507e-05
189;3.58;3.58;0;4.397571115987376e-05
190;3.62;3.62;0;4.078653723505952e-05
191;3.66;3.66;0;3.72054087832415e-05
192;3.7;3.7;0;3.240586530106752e-05
193;3.74;3.74;0;2.774551496258937e-05
194;3.78;3.78;0;2.867115520833368e-05
195;3.82;3.82;0;2.777879344648677e-05
196;3.86;3.86;0;2.456333876277006e-05
197;3.9;3.9;0;1.962033905632181e-05
198;3.94;3.94;0;2.299424328763659e-05
199;3.98;3.98;0;2.745272746930532e-05
