dumb;k_LU;k2_LU;cp_LU_xcorr;cp_LU_phase;cs_LU;cp_over_cs_corr;cs_ana;cp_over_cs_ana
0;0.3141592653589793;0.09869604401089357;0.5714285714285713;0.5794165523858077;0.5773502691896257;0.9897433186107868;0.5757722385178792;0.997266770700633
