k_lat;k2_lat;peakN;cp_phys;cp_lat;cs_lat;cp_over_cs;cp_phys_Diagonal;cp_lat_Diagonal;cs_lat_Diagonal;cp_over_cs_Diagonal
0;0.6283185307179586;0.3947841760435743;1;22.96265485029289;0.7175829640716528;0.5773502691896257;1.242890152417975;15.39976624681923;0.481242695213101;0.5773502691896257;0.8335367988804748
