dumb;k_LU;k2_LU;peakN;cp_phys;cp_LU;cs_LU;cp_over_cs;omega_LU;tvi_LU;omega_tvi_sq;cp_over_cs_analytisch;Abweichung
0;0.2513274122871835;0.0631654681669719;2;1.671014613179153;0.06527400832731065;0.5773502691896258;0.113057898836576;0.1451039491387374;0.017578125;0;0.9982462168923716;88.67434737809123
