dumb;k_LU;k2_LU;cp_LU_xcorr;cp_LU_phase;cs_LU;cp_over_cs_corr;cs_ana;cp_over_cs_ana
0;0.2513274122871835;0.0631654681669719;0.4999999999999983;0.4667498256844925;0.5773502691896257;0.8660254037844357;0.5763377220403363;0.9982462168923716
