iT;t;p
0;0;1
1;0.00078125;1
2;0.0015625;1
3;0.00234375;1
4;0.003125;1
5;0.00390625;1
6;0.0046875;1
7;0.00546875;1
8;0.00625;1
9;0.00703125;1
10;0.0078125;1
11;0.00859375;1
12;0.009375;1
13;0.0101563;1
14;0.0109375;1
15;0.0117188;1
16;0.0125;1
17;0.0132813;1
18;0.0140625;1
19;0.0148438;1
