dumb;k_LU;k2_LU;cp_LU_xcorr;cp_LU_phase;cs_LU;cp_over_cs_corr;cs_ana;cp_over_cs_ana
0;0.2094395102393196;0.04386490844928604;0.5882352941176463;0.5835096640740643;0.5773502691896257;1.018853416216985;0.5766520022674543;0.9987905662135543
