dumb;k_LU;k2_LU;peakN;cp_phys;cp_LU;cs_LU;cp_over_cs;omega_LU;tvi_LU;omega_tvi_sq;cp_over_cs_analytisch;Abweichung
0;0.3141592653589793;0.09869604401089357;2;18.34273503331552;0.5732104697911099;0.5773502691896258;0.9928296571086274;0.1813799364234218;0.01124999999999998;0;0.9972589636893392;0.4441480840970069
