dumb;k_LU;k2_LU;peakN;cp_phys;cp_LU;cs_LU;cp_over_cs;omega_LU;tvi_LU;omega_tvi_sq;cp_over_cs_analytisch;Abweichung
0;0.2731819698773733;0.0746283886660821;2;8.197504605077572;0.5891956434899506;0.5773502691896258;1.020516790122833;0.1577216838464537;0.05951250000000008;0;0.9979380022943184;-2.262544143684764
