dumb;k_LU;k2_LU;cp_LU_xcorr;cp_LU_phase;cs_LU;cp_over_cs_corr;cs_ana;cp_over_cs_ana
0;0.7853981633974483;0.6168502750680849;0.5714285714285716;16.31484577010793;0.5773502691896257;0.9897433186107875;0.5674875774912103;0.9829173168789566
