dumb;k_LU;k2_LU;peakN;cp_phys;cp_LU;cs_LU;cp_over_cs;omega_LU;tvi_LU;omega_tvi_sq;cp_over_cs_analytisch;Abweichung
0;0.7853981633974483;0.6168502750680849;2;86.20437357033734;5.387773348146084;0.5773502691896258;9.331897178654497;0.4534498410585544;0.04499999999999993;0;0.9829173168789566;-849.4081565564373
