k_lat;k2_lat;peakN;cp_phys;cp_lat;cs_lat;cp_over_cs;cp_phys_Diagonal;cp_lat_Diagonal;cs_lat_Diagonal;cp_over_cs_Diagonal
0;0.6283185307179586;0.3947841760435743;1;23.01847215371773;0.4732416150024204;0.5773502691896257;0.819678521440142;23.18033998038028;0.476569489728213;0.5773502691896257;0.8254425695464391
