x_phys_m;y_phys_m;z_phys_m;p_rms_Pa
80;-0.3704999999999998;-0.3704999999999998;0;8.377289904580136e-05
81;-0.3515000000000001;-0.3515000000000001;0;8.625854866607739e-05
82;-0.3325;-0.3325;0;9.237136370287885e-05
83;-0.3135000000000001;-0.3135000000000001;0;0.0001048587553461084
84;-0.2945;-0.2945;0;0.0001058640802797933
85;-0.2755000000000001;-0.2755000000000001;0;0.0001180942068502716
86;-0.2565;-0.2565;0;0.0001372964874680216
87;-0.2375;-0.2375;0;0.0001363709837940302
88;-0.2184999999999999;-0.2184999999999999;0;0.0001470905032132897
89;-0.1995;-0.1995;0;0.0001652964676963734
90;-0.1804999999999999;-0.1804999999999999;0;0.0001796304453513373
91;-0.1615;-0.1615;0;0.0002088445622897241
92;-0.1424999999999998;-0.1424999999999998;0;0.0002469824372190289
93;-0.1234999999999999;-0.1234999999999999;0;0.0002782706815981212
94;-0.1045;-0.1045;0;0.000318437845309094
95;-0.08550000000000013;-0.08550000000000013;0;0.00043081415146668
96;-0.0665;-0.0665;0;0.0005719066269948186
97;-0.0475000000000001;-0.0475000000000001;0;0.0009941783505545219
98;-0.02849999999999997;-0.02849999999999997;0;0.001363501613240882
99;-0.009500000000000064;-0.009500000000000064;0;0.001363501613239107
100;0.009499999999999842;0.009499999999999842;0;0.001363501613239894
101;0.02849999999999975;0.02849999999999975;0;0.001363501613238081
102;0.04749999999999988;0.04749999999999988;0;0.0009941783505531042
103;0.06649999999999978;0.06649999999999978;0;0.0005719066270123723
104;0.08549999999999991;0.08549999999999991;0;0.0004308141514858329
105;0.1044999999999998;0.1044999999999998;0;0.0003184378453084632
106;0.1234999999999999;0.1234999999999999;0;0.0002782706815817955
107;0.1425000000000001;0.1425000000000001;0;0.0002469824371908946
108;0.1614999999999998;0.1614999999999998;0;0.0002088445622632475
109;0.1804999999999999;0.1804999999999999;0;0.0001796304453203756
110;0.1995;0.1995;0;0.0001652964676713256
111;0.2185000000000001;0.2185000000000001;0;0.0001470905032093368
112;0.2374999999999998;0.2374999999999998;0;0.0001363709838072441
113;0.2565;0.2565;0;0.0001372964874877889
114;0.2755000000000001;0.2755000000000001;0;0.0001180942068748501
115;0.2945000000000002;0.2945000000000002;0;0.0001058640802923132
116;0.3134999999999999;0.3134999999999999;0;0.0001048587553571497
117;0.3325;0.3325;0;9.237136373582583e-05
118;0.3515000000000001;0.3515000000000001;0;8.62585487054722e-05
119;0.3705000000000003;0.3705000000000003;0;8.377289906688074e-05
120;0.3895;0.3895;0;7.641059407138621e-05
121;0.4085000000000001;0.4085000000000001;0;7.161110198056907e-05
122;0.4275000000000002;0.4275000000000002;0;7.080240583462299e-05
123;0.4465000000000003;0.4465000000000003;0;6.613372175402982e-05
124;0.4655;0.4655;0;6.059422957854823e-05
125;0.4844999999999997;0.4844999999999997;0;5.982309965646311e-05
126;0.5034999999999998;0.5034999999999998;0;5.764187087828199e-05
127;0.5225;0.5225;0;5.370320242598386e-05
