dumb;k_LU;k2_LU;cp_LU_xcorr;cp_LU_phase;cs_LU;cp_over_cs_corr;cs_ana;cp_over_cs_ana
0;0.03926990816987241;0.001542125687670212;7.999999999999989;25.6244537768496;0.5773502691896257;13.856406460551;0.5773255380886084;0.999957164476511
