dumb;k_LU;k2_LU;peakN;cp_phys;cp_LU;cs_LU;cp_over_cs;omega_LU;tvi_LU;omega_tvi_sq;cp_over_cs_analytisch;Abweichung
0;0.6283185307179586;0.3947841760435743;2;36.94110764360756;0.5772048069313681;0.5773502691896258;0.9997480519781139;0.3627598728468435;0.002812500000000107;0;0.9890339030045333;-1.083294408920943
