dumb;k_LU;k2_LU;cp_LU_xcorr;cp_LU_phase;cs_LU;cp_over_cs_corr;cs_ana;cp_over_cs_ana
0;0.7853981633974483;0.6168502750680849;0.6399999999999999;0.6173516543229134;0.5773502691896257;1.108512516844081;0.5674582975502621;0.9828666025335918
