dumb;k_LU;k2_LU;peakN;cp_phys;cp_LU;cs_LU;cp_over_cs;omega_LU;tvi_LU;omega_tvi_sq;cp_over_cs_analytisch;Abweichung
0;0.07853981633974483;0.006168502750680848;2;9.33296801035625;0.5833105006472656;0.5773502691896258;1.010323423709502;0.04534498410585544;0.004499999999999948;0;0.9998286579060442;-1.049656430676582
