dumb;k_LU;k2_LU;peakN;cp_phys;cp_LU;cs_LU;cp_over_cs;omega_LU;tvi_LU;omega_tvi_sq;cp_over_cs_analytisch;Abweichung
0;0.179519580205131;0.03222727967702647;2;5.263589581819096;0.5757051105114637;0.5773502691896258;0.9971505015829103;0.103645677956241;0.1378124999999999;0;0.9991303006903091;0.1981522436093619
