dumb;k_LU;k2_LU;cp_LU_xcorr;cp_LU_phase;cs_LU;cp_over_cs_corr;cs_ana;cp_over_cs_ana
0;0.2617993877991494;0.06853891945200942;0.3692307692307691;0.6098807875192791;0.5773502691896257;0.6395264520254315;0.5762579990922058;0.9981081326956803
