dumb;k_LU;k2_LU;peakN;cp_phys;cp_LU;cs_LU;cp_over_cs;omega_LU;tvi_LU;omega_tvi_sq;cp_over_cs_analytisch;Abweichung
0;0.2617993877991494;0.06853891945200942;2;8.19389697071508;0.6145422728036312;0.5773502691896258;1.064418439894742;0.1511499470195181;0.06479999999999997;0;0.9981081326956803;-6.643599528637445
