dumb;k_LU;k2_LU;cp_LU_xcorr;cp_LU_phase;cs_LU;cp_over_cs_corr;cs_ana;cp_over_cs_ana
0;0.1308996938995747;0.01713472986300236;0.2857142857142853;0.5959672027809985;0.5773502691896257;0.4948716593053928;0.5770888260315367;0.9995471671668984
