iT;t;p1;p2
0;0;0.000951056516302439;0.0005877852522826287
1;0.00078125;0.0008967273133748676;0.0006977900446023947
2;0.0015625;0.0008236557840912912;0.0007931002953652447
3;0.00234375;0.0007333480605060077;0.0008718071691691874
4;0.003125;0.000627731707888112;0.0009321896625624503
5;0.00390625;0.0005089951889628233;0.000973066240500581
6;0.004687500000000001;0.0003796578270945852;0.0009935145250832039
7;0.005468750000000001;0.0002424049884333119;0.0009931849521429587
8;0.00625;0.000100139880766316;0.0009720235162725049
9;0.00703125;-4.418172521885328e-05;0.0009305474266875533
10;0.0078125;-0.0001875125831914677;0.0008695688124862499
11;0.008593750000000001;-0.0003268751890330653;0.0007904337718597767
12;0.009375000000000001;-0.0004593300544850838;0.0006947465602812978
13;0.01015625;-0.0005821280643916301;0.0005845748427964281
14;0.0109375;-0.0006926802446105283;0.000462175428692717
15;0.01171875;-0.0007886966237371476;0.0003301698262415205
16;0.0125;-0.0008681522448508377;0.000191273934712323
17;0.01328125;-0.000929408484638164;4.844909461098723e-05
18;0.0140625;-0.0009711708990895809;-9.536050592335716e-05
19;0.01484375;-0.0009925899108202429;-0.0002370942127648352
20;0.015625;-0.0009932072468412417;-0.0003738225048194484
21;0.01640625;-0.0009730341536245151;-0.0005026195976097369
22;0.0171875;-0.0009324845902544135;-0.0006207898959352556
23;0.01796875;-0.0008724305582776043;-0.0007257553768431534
24;0.01875;-0.0007941217185725689;-0.0008153020913353731
25;0.01953125;-0.0006992188282553494;-0.0008875433475138075
26;0.0203125;-0.000589700678368293;-0.0009412079365332221
27;0.02109375;-0.0004678773355893402;-0.0009755551832252723
28;0.021875;-0.0003362854335136944;-0.0009903924434668926
29;0.02265625;-0.0001976830718922428;-0.0009855928123094296
30;0.0234375;-5.493722499522845e-05;-0.0009608397543828079
31;0.02421875;8.898828134988433e-05;-0.000915433330083033
32;0.025;0.0002311301026202272;-0.0008489697191786641
33;0.02578125;0.0003685102467716205;-0.000762247502983276
34;0.0265625;0.0004981927554278323;-0.0006581555603528006
35;0.02734375;0.000617261480365414;-0.0005412177106093925
36;0.028125;0.000722937866084976;-0.0004160704738023923
37;0.02890625;0.0008127195713556526;-0.0002854502546445776
38;0.0296875;0.0008846863066719378;-0.0001497383048020613
39;0.03046875;0.0009377062606411829;-8.482239184862311e-06
40;0.03125;0.0009715013486371996;0.0001367854995381397
41;0.03203125;0.0009862884303826528;0.0002812066014545659
42;0.0328125;0.0009822145002059792;0.0004179968541817894
43;0.03359375;0.0009588172512303571;0.000541981683927588
44;0.034375;0.0009151107145589775;0.0006518806752380138
45;0.03515625;0.0008503652991203125;0.0007492978966426259
46;0.0359375;0.0007653089179560386;0.0008349377388367428
47;0.03671875;0.0006627671707246917;0.000905925473004269
48;0.03750000000000001;0.0005471327191238135;0.0009568287012613533
49;0.03828125;0.0004226906007291593;0.000983779162391632
50;0.0390625;0.0002920324766212919;0.0009873836046608629
51;0.03984375;0.0001558101226207024;0.0009715646771170819
52;0.040625;1.430168694544894e-05;0.0009392598778746711
53;0.04140625000000001;-0.0001304624013816161;0.0008896692539080201
54;0.0421875;-0.0002738229727644163;0.0008198440922812248
55;0.04296875;-0.0004099224466335726;0.0007291066855153377
56;0.04375;-0.0005343294557193681;0.0006213254900164125
57;0.04453125;-0.0006456317477325985;0.000502666760245726
58;0.04531250000000001;-0.0007444136349416413;0.0003771064777295881
59;0.04609375;-0.0008305491686769527;0.0002447841487204035
60;0.046875;-0.0009013295289817808;0.0001048257252841722
61;0.04765625;-0.0009523892745831592;-4.049602102895732e-05
