k_lat;k2_lat;peakN;cp_phys;cp_lat;cs_lat;cp_over_cs;cp_phys_Diagonal;cp_lat_Diagonal;cs_lat_Diagonal;cp_over_cs_Diagonal
0;0.3141592653589793;0.09869604401089357;2;10.07821364474667;0.7873604409958336;0.5773502691896257;1.363748287674621;6.574618654789704;0.5136420824054456;0.5773502691896257;0.889654183631712
