x_phys_m;p_snapshot_Pa
261;-1.486666666666667;0
262;-1.5;0
263;-1.513333333333333;0
264;-1.526666666666667;0
265;-1.54;0
266;-1.553333333333333;0
267;-1.566666666666667;0
268;-1.58;0
269;-1.593333333333333;0
270;-1.606666666666666;0
271;-1.62;0
272;-1.633333333333333;0
273;-1.646666666666667;0
274;-1.66;0
275;-1.673333333333333;0
276;-1.686666666666667;0
277;-1.7;0
278;-1.713333333333333;0
279;-1.726666666666667;0
280;-1.74;0
281;-1.753333333333333;0
282;-1.766666666666667;0
283;-1.78;0
284;-1.793333333333333;0
285;-1.806666666666667;0
286;-1.82;0
287;-1.833333333333333;0
288;-1.846666666666667;0
289;-1.86;0
290;-1.873333333333334;0
291;-1.886666666666667;0
292;-1.9;0
293;-1.913333333333334;0
294;-1.926666666666667;0
295;-1.94;0
296;-1.953333333333333;0
297;-1.966666666666667;0
298;-1.98;0
299;-1.993333333333333;0
