k_lat;k2_lat;peakN;cp_phys;cp_lat;cs_lat;cp_over_cs;cp_phys_Diagonal;cp_lat_Diagonal;cs_lat_Diagonal;cp_over_cs_Diagonal
0;0.6283185307179586;0.3947841760435743;2;43.30706845927926;0.6766729446762384;0.5773502691896257;1.172031920286489;30.28666897592817;0.4732292027488777;0.5773502691896257;0.8196570227863696
