iT;t;p1;p2
0;0;0;0.0009999999999953009
1;0.00078125;-0.0001126353012542343;0.0009935949447973751
2;0.0015625;-0.0002238145613659981;0.0009744625825760522
3;0.00234375;-0.000332126604481194;0.0009428487584841605
4;0.003125;-0.0004361715080468305;0.0008991592144222219
5;0.00390625;-0.0005346294590822254;0.0008439543628166272
6;0.004687500000000001;-0.0006262271728587621;0.0007779421068979294
7;0.005468750000000001;-0.0007098042227653423;0.0007019687456590873
8;0.00625;-0.0007842783048867356;0.0006170081278090341
9;0.00703125;-0.0008487082367594212;0.0005241491552396838
10;0.0078125;-0.0009022572865357384;0.0004245818260149766
11;0.008593750000000001;-0.0009442521600722861;0.0003195819774267268
12;0.009375000000000001;-0.0009741437576072561;0.0002104949328819809
13;0.01015625;-0.0009915616281830353;9.871826604997598e-05
14;0.0109375;-0.0009962716922302661;-1.431611186338463e-05
15;0.01171875;-0.0009882258293600898;-0.0001271602851034004
16;0.0125;-0.000967516302949889;-0.0002383688908859464
17;0.01328125;-0.0009344203514842775;-0.0003465176127785223
18;0.0140625;-0.000889351261681289;-0.0004502214359547452
19;0.01484375;-0.000832898045047159;-0.0005481523570172916
20;0.015625;-0.0007657733186287411;-0.0006390564067544346
21;0.01640625;-0.0006888483570814211;-0.0007217696736745438
22;0.0171875;-0.0006030981439077246;-0.0007952332273362117
23;0.01796875;-0.000509632283836936;-0.0008585066393322904
24;0.01875;-0.000409637772492033;-0.0009107800479455364
25;0.01953125;-0.0003044064252624897;-0.0009513844875546814
26;0.0203125;-0.0001952760702958282;-0.0009798004809624672
27;0.02109375;-8.365528915040461e-05;-0.0009956646511758056
28;0.021875;2.903614150303232e-05;-0.0009987744041666247
29;0.02265625;0.000141344303377385;-0.0009890904833298464
30;0.0234375;0.000251840542678868;-0.0009667374949723732
31;0.02421875;0.0003590993684573126;-0.0009320022394566271
32;0.025;0.000461756771983346;-0.0008853299422166098
33;0.02578125;0.000558488014841411;-0.0008273181615550129
34;0.0265625;0.0006480639445195872;-0.0007587083321709542
35;0.02734375;0.0007293277587336888;-0.0006803746578327718
36;0.028125;0.0008012484656774177;-0.0005933106308475544
37;0.02890625;0.0008628957995142628;-0.0004986142265674213
38;0.0296875;0.0009134900845424454;-0.0003974747644501046
39;0.03046875;0.0009523746077585807;-0.0002911658990569777
40;0.03125;0.0009790612951595297;-0.0001810487421494145
41;0.03203125;0.0009932000139466861;-6.858310837287718e-05
42;0.0328125;0.0009946196534163694;4.466694180867611e-05
43;0.03359375;0.0009832940335741114;0.0001570599931331647
44;0.034375;0.000959378214474782;0.0002669639207700432
45;0.03515625;0.0009231709626836467;0.0003729037492992878
46;0.0359375;0.0008751464558258704;0.0004737186903677563
47;0.03671875;0.0008159136740838827;0.0005686232453285811
48;0.03750000000000001;0.0007462440811423221;0.0006570675846546692
49;0.03828125;0.000667028480885771;0.0007383891691574718
50;0.0390625;0.0005793007024787281;0.0008114192009240165
51;0.03984375;0.0004841905418781304;0.0008743415574296401
52;0.040625;0.0003829398759383669;0.0009250483634749193
53;0.04140625000000001;0.0002768459882342237;0.0009619368836600491
54;0.0421875;0.0001672648166580378;0.0009846956677771839
55;0.04296875;5.554557689417076e-05;0.000994454308359612
56;0.04375;-5.69636513697939e-05;0.0009929814679594529
57;0.04453125;-0.0001689553888487202;0.0009813211171566156
58;0.04531250000000001;-0.000279106959321022;0.0009588531789480234
59;0.04609375;-0.0003860576266561111;0.0009236610200105133
60;0.046875;-0.000488317524930911;0.0008741598714626283
61;0.04765625;-0.0005842827752644553;0.0008108151676538
62;0.0484375;-0.0006722867410928757;0.0007364625995099535
63;0.04921875000000001;-0.000750828827354629;0.0006547294921688263
64;0.05;-0.0008188034266349101;0.0005677045092511435
65;0.05078125;-0.0008757155644711171;0.0004748690203276358
66;0.0515625;-0.0009216096892430414;0.0003744049092423059
67;0.05234375;-0.0009567653760598205;0.0002658928228621941
68;0.05312500000000001;-0.0009811626967083005;0.0001519728803979584
69;0.05390625;-0.0009941308142629168;3.727715236815735e-05
70;0.0546875;-0.0009943813045936167;-7.45707141523629e-05
71;0.05546875;-0.0009806348321698504;-0.0001831224579594467
72;0.05625;-0.0009524430998434733;-0.0002902657879152078
73;0.05703125000000001;-0.0009107540497931647;-0.0003970438467698993
74;0.0578125;-0.0008576323669634197;-0.0005012092059928364
75;0.05859375;-0.0007952691359965532;-0.0005980462083527982
76;0.059375;-0.0007248082609407902;-0.0006838005235654995
77;0.06015625;-0.0006459714721245291;-0.0007583215095792184
78;0.06093750000000001;-0.0005578074195303392;-0.0008241594540360589
79;0.06171875;-0.0004602059209825408;-0.0008829369586370225
80;0.0625;-0.0003549316545464383;-0.0009327268003289646
81;0.06328125;-0.0002453303638768982;-0.0009692589665064588
82;0.06406250000000001;-0.0001347028199821428;-0.0009897993888330348
83;0.06484375000000001;-2.467431036734524e-05;-0.000995625582570862
84;0.065625;8.512040606471298e-05;-0.0009903972472216083
85;0.06640625;0.0001955706256732507;-0.000976091877428568
86;0.0671875;0.0003060974765200323;-0.000950884425028183
87;0.06796875000000001;0.0004138294651928239;-0.0009113360768253642
88;0.06875000000000001;0.0005148809509023522;-0.0008565620337321889
89;0.06953125;0.000606636021795263;-0.0007897950003818247
90;0.0703125;0.0006890652952430779;-0.00071555509710682
91;0.07109375;0.0007637165877743731;-0.0006355106582418557
92;0.07187500000000001;0.0008312979373764998;-0.0005476430839905788
93;0.07265625000000001;0.0008900373423064897;-0.0004496854466632764
94;0.0734375;0.0009365297074926578;-0.0003429819835313689
95;0.07421875;0.0009682977379270596;-0.0002323757556344693
96;0.07500000000000001;0.0009857016386831674;-0.0001221956084786295
97;0.07578125000000001;0.0009912154589149698;-1.287608690366445e-05
98;0.07656250000000001;0.0009867671171453669;9.792782816475665e-05
99;0.07734375;0.0009716832402659747;0.0002110026429325747
100;0.078125;0.0009434086297990992;0.0003230233302436621
