dumb;k_LU;k2_LU;peakN;cp_phys;cp_LU;cs_LU;cp_over_cs;omega_LU;tvi_LU;omega_tvi_sq;cp_over_cs_analytisch;Abweichung
0;0.1963495408493621;0.0385531421917553;2;9.107834223312292;0.5692396389570182;0.5773502691896258;0.9859519763557194;0.1133624602646386;0.004499999999999948;0;0.9989291119127761;1.299104751508118
