dumb;k_LU;k2_LU;peakN;cp_phys;cp_LU;cs_LU;cp_over_cs;omega_LU;tvi_LU;omega_tvi_sq;cp_over_cs_analytisch;Abweichung
0;0.06283185307179587;0.003947841760435744;2;7.38153564994987;0.5766824726523336;0.5773502691896258;0.9988433424682913;0.03627598728468436;0.0703125;0;0.9998911509592199;0.1047922556293601
