dumb;k_LU;k2_LU;cp_LU_xcorr;cp_LU_phase;cs_LU;cp_over_cs_corr;cs_ana;cp_over_cs_ana
0;0.06283185307179587;0.003947841760435744;0.5882352941176502;0.567152480437408;0.5773502691896257;1.018853416216992;0.5772874251666303;0.9998911509592199
