dumb;k_LU;k2_LU;peakN;cp_phys;cp_LU;cs_LU;cp_over_cs;omega_LU;tvi_LU;omega_tvi_sq;cp_over_cs_analytisch;Abweichung
0;0.2513274122871835;0.0631654681669719;2;80.34807227952177;15.69298286709409;0.5773502691896258;27.18104364811488;0.1451039491387374;0.439453125;0;0.9987536726264706;-2621.496240072448
