dumb;k_LU;k2_LU;cp_LU_xcorr;cp_LU_phase;cs_LU;cp_over_cs_corr;cs_ana;cp_over_cs_ana
0;0.1570796326794897;0.02467401100272339;0.5714285714285706;0.5952731061542045;0.5773502691896257;0.9897433186107857;0.5769545715733501;0.9993146316241767
