dumb;k_LU;k2_LU;cp_LU_xcorr;cp_LU_phase;cs_LU;cp_over_cs_corr;cs_ana;cp_over_cs_ana
0;0.1963495408493621;0.0385531421917553;0.5714285714285713;0.5814249694035363;0.5773502691896257;0.9897433186107868;0.5767620220839251;0.9989811261255213
