iT;t;p
0;0;2.07231e-319
1;0.00078125;2.07231e-319
2;0.0015625;2.07231e-319
3;0.00234375;2.07231e-319
4;0.003125;2.07231e-319
5;0.00390625;2.07231e-319
6;0.0046875;2.07231e-319
7;0.00546875;2.07231e-319
8;0.00625;2.07231e-319
9;0.00703125;2.07231e-319
10;0.0078125;2.07231e-319
11;0.00859375;2.07231e-319
12;0.009375;2.07231e-319
13;0.0101563;2.07231e-319
14;0.0109375;2.07231e-319
